user,day,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,attack
JKF0465,05/07/2010,0.0333333,-11.033333,0.0333333,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,24536.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JKF0465,05/06/2010,0.25,-11.25,0.25,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,23140.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TBT0461,09/08/2010,-0.03333378,-10.966666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,15034.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TBT0461,09/07/2010,0.1500001,-11.15,0.1500001,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,20535.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TBT0461,09/03/2010,0.01666689,-11.016666,0.01666689,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,17358.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CLS0296,10/14/2010,-0.7833338000000001,-10.216666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,22410.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CLS0296,10/13/2010,-0.8666668,-10.133333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,22263.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CLS0296,10/12/2010,-1.166667,-9.833333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,16056.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NJC0705,03/02/2011,0.1833333999999999,-11.183333,0.1833333999999999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,26031.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NJC0705,03/01/2011,0.25,-11.25,0.25,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,29348.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EMW0772,02/09/2010,-0.5500001999999999,-10.45,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,31540.33333333333,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EMW0772,02/08/2010,-0.35000038,-10.65,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,3.0,27811.66666666667,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EMW0772,02/05/2010,-0.5,-10.5,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,25425.33333333333,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ESH0135,03/01/2011,-0.833333,-10.166667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,30573.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ESH0135,02/28/2011,-1.166667,-9.833333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,32484.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ESH0135,02/25/2011,-0.7833338000000001,-10.216666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,30462.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOB0586,04/12/2010,-0.46666622,-10.533334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,23868.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOB0586,04/09/2010,-0.5500001999999999,-10.45,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,31821.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOB0586,04/08/2010,-0.6000004,-10.4,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,22304.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ELH0960,04/06/2011,0.8499999,-11.85,0.8499999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,17614.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ELH0960,04/05/2011,1.0,-12.0,1.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,20043.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ELH0960,04/04/2011,1.0,-12.0,1.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,18710.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
APG0307,02/08/2010,-1.0500002,-9.95,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,25593.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
APG0307,02/05/2010,-0.9333334,-10.066667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,30079.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
APG0307,02/04/2010,-1.0666666,-9.933333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,29388.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SCB0534,12/14/2010,-0.8000001999999999,-10.2,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,3.0,22165.33333333333,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SCB0534,12/13/2010,-0.8999995999999999,-10.1,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,30282.33333333333,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SCB0534,12/10/2010,-1.083333,-9.916667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,31366.66666666667,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JRL0574,11/04/2010,-0.6166668000000001,-10.383333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,32001.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DSB0731,10/05/2010,0.1333332,-11.133333,0.1333332,0.0,1,0,1,0,1,0,0.0,0.0,0.0,9.0,15.0,32892.8,32.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DSB0731,10/04/2010,-0.083333015,-10.916667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,11.0,15.0,28437.93333333333,31.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DSB0731,10/01/2010,0.05000019,-11.05,0.05000019,0.0,1,0,1,0,1,0,0.0,0.0,0.0,12.0,15.0,27696.33333333333,31.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MOP0763,04/23/2010,-0.5500001999999999,-10.45,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,30871.66666666667,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MOP0763,04/22/2010,-0.2666664,-10.733334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,28041.33333333333,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MLG0475,07/27/2010,-0.16666698,-10.833333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,29308.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MLG0475,07/26/2010,-0.016666412,-10.983334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,28542.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MLG0475,07/23/2010,0.1833333999999999,-11.183333,0.1833333999999999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,31502.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BAM0636,12/20/2010,-1.1333332,-9.866667,0.0,0.0,1,0,1,1,1,1,2.1833324,0.0,0.0,1.0,3.0,26708.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BAM0636,12/17/2010,-1.3000002,-9.7,0.0,0.0,1,0,1,1,1,1,2.1833324,0.0,0.0,1.0,3.0,28487.66666666667,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BAM0636,12/16/2010,-1.25,-9.75,0.0,0.0,1,0,1,1,1,1,2.2333336,0.0,0.0,1.0,3.0,25580.66666666667,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DID0650,07/12/2010,-1.2666664,-9.733334,0.0,0.0,1,0,1,1,1,1,2.2666664,0.0,0.0,3.0,3.0,30142.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DID0650,07/09/2010,-1.3500004,-9.65,0.0,0.0,1,0,1,1,1,1,2.1833324,0.0,0.0,3.0,3.0,29004.66666666667,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DID0650,07/08/2010,-1.3166666,-9.683333,0.0,0.0,1,0,1,1,1,1,2.1333332,0.0,0.0,3.0,3.0,35384.333333333336,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NAB0903,05/27/2010,-1.0500002,-9.95,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,28216.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NAB0903,05/26/2010,-1.3833332,-9.616667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,26509.66666666667,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NAB0903,05/25/2010,-1.2666664,-9.733334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,25959.33333333333,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMG0766,07/12/2010,-0.5333338000000001,-10.466666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,2.0,28481.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMG0766,07/09/2010,-0.6166668000000001,-10.383333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,30230.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMG0766,07/08/2010,-0.5666666,-10.433333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,23607.66666666667,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
YJV0699,03/02/2010,0.25,-11.25,0.25,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,33754.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
YJV0699,03/01/2010,0.3166665999999999,-11.316667,0.3166665999999999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,36694.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
YJV0699,02/26/2010,0.3499999,-11.35,0.3499999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,39381.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FMG0527,01/08/2010,-0.9499998,-10.05,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,23024.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FMG0527,01/07/2010,-1.0500002,-9.95,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,30482.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FMG0527,01/06/2010,-0.9333334,-10.066667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,23481.66666666667,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ATF0274,05/10/2010,0.75,-11.75,0.75,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,9.0,26407.55555555556,23.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ATF0274,05/07/2010,0.9333334,-11.933333,0.9333334,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,9.0,32155.33333333333,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ATF0274,05/06/2010,0.7166667,-11.716667,0.7166667,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,9.0,26049.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PNL0301,06/07/2010,-0.9666662,-10.033334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,2.0,0.0,1.0,27871.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0
PNL0301,06/04/2010,-0.9333334,-10.066667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,2.0,1.0,1.0,31400.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0
PNL0301,06/03/2010,-0.833333,-10.166667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,1.0,0.0,1.0,27673.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0
EHD0584,02/26/2010,-0.25,-4.8211107,0.0,0.0,2,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,27774.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EHD0584,02/25/2010,-0.5,-4.788889,0.0,0.0,2,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,27025.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EHD0584,02/24/2010,-0.5166664000000001,-5.3627777000000005,0.0,0.0,2,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,24872.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CMW0783,09/28/2010,-0.33333302,-10.666667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,26371.33333333333,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CMW0783,09/27/2010,-0.3166665999999999,-10.683333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,25323.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CMW0783,09/24/2010,-0.5500001999999999,-10.45,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,29009.66666666667,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JCR0770,03/14/2011,-0.5166664000000001,-10.483334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,34756.666666666664,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JCR0770,03/11/2011,-0.46666622,-10.533334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,32109.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JCR0770,03/10/2011,-0.5,-10.5,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,34334.333333333336,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DEB0782,04/07/2011,-0.28333378,-10.716666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,2.0,30752.5,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DEB0782,04/06/2011,-0.3166665999999999,-10.683333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,26130.33333333333,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DEB0782,04/05/2011,-0.5166664000000001,-10.483334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,32144.66666666667,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CAN0842,04/09/2010,-0.5,-10.5,0.0,0.0,1,0,1,1,1,1,0.45000076,0.0,0.0,1.0,1.0,21757.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CAN0842,04/08/2010,-0.5500001999999999,-10.45,0.0,0.0,1,0,1,1,1,1,0.45000076,0.0,0.0,0.0,1.0,26878.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CAN0842,04/07/2010,-0.3833332,-10.616667,0.0,0.0,1,0,1,1,1,1,0.68333244,0.0,0.0,1.0,1.0,20163.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TJB0302,12/16/2010,-1.0,-10.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,29208.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TJB0302,12/15/2010,-1.0166664,-9.983334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,23039.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TJB0302,12/14/2010,-0.833333,-10.166667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,30595.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOB0586,08/19/2010,-0.25,-10.75,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,29791.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOB0586,08/18/2010,-0.4833335999999999,-10.516666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,24307.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOB0586,08/17/2010,-0.5,-10.5,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,26822.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMC0486,12/01/2010,-0.4333334,-10.566667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,14.0,29913.714285714286,28.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMC0486,11/30/2010,-0.4499997999999999,-10.55,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,15.0,29694.266666666663,27.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMC0486,11/29/2010,-0.46666622,-10.533334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,15.0,27482.33333333333,24.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IIL0513,05/12/2010,-1.0333338,-9.966666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,3.0,26653.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IIL0513,05/11/2010,-0.8833332,-10.116667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,24608.33333333333,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IIL0513,05/10/2010,-0.916667,-10.083333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,31991.66666666667,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ASD0577,05/26/2010,-0.5,-10.5,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,27925.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ASD0577,05/25/2010,-0.5166664000000001,-10.483334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,31728.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ASD0577,05/24/2010,-0.5,-10.5,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,33669.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LHN0151,08/16/2010,-0.6000004,-10.4,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,4.0,5.0,27291.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LHN0151,08/13/2010,-0.3666667999999999,-10.633333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,4.0,5.0,29486.8,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LHN0151,08/12/2010,-0.4833335999999999,-10.516666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,5.0,26515.4,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SXM0895,10/27/2010,-1.1833334,-9.816667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,24723.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SXM0895,10/26/2010,-1.0500002,-9.95,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,28881.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SXM0895,10/25/2010,-1.3999996,-9.6,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,25146.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GZB0469,01/21/2010,-0.016666412,-10.983334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,25220.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GZB0469,01/20/2010,0.1333332,-11.133333,0.1333332,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,26917.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GZB0469,01/19/2010,0.1833333999999999,-11.183333,0.1833333999999999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,28020.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CMW0783,04/26/2011,-0.35000038,-10.65,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,27451.33333333333,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CMW0783,04/25/2011,-0.5166664000000001,-10.483334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,31719.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CMW0783,04/21/2011,-0.5500001999999999,-10.45,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,3.0,27314.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSD0939,07/13/2010,0.8166666,-11.816667,0.8166666,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,8.0,30381.625,16.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSD0939,07/12/2010,0.75,-11.75,0.75,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,9.0,33145.666666666664,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSD0939,07/09/2010,0.6999998000000001,-11.7,0.6999998000000001,0.0,1,0,1,0,1,0,0.0,0.0,0.0,4.0,9.0,31836.55555555556,20.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAV0450,05/07/2010,-0.1333332,-10.866667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,26156.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAV0450,05/06/2010,-0.03333378,-10.966666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,33458.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAV0450,05/05/2010,-0.1333332,-10.866667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,28638.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BDB0453,04/28/2011,0.19999981,-11.2,0.19999981,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,26450.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BDB0453,04/27/2011,-0.05000019,-10.95,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,25368.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BDB0453,04/26/2011,0.23333311,-11.233334,0.23333311,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,26084.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MLG0475,08/11/2010,-0.116666794,-10.883333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,23871.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MLG0475,08/10/2010,-0.14999962,-10.85,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,29052.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MLG0475,08/09/2010,-0.14999962,-10.85,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,30801.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TAC0300,11/08/2010,-0.9666662,-10.033334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,25445.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TAC0300,11/05/2010,-0.8166666,-10.183333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,30841.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TAC0300,11/04/2010,-1.0666666,-9.933333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,20985.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KPP0452,12/10/2010,0.1500001,-11.15,0.1500001,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,23647.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KPP0452,12/09/2010,-0.016666412,-10.983334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,20120.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KPP0452,12/08/2010,0.08333349,-11.083334,0.08333349,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,25494.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NLO0131,06/29/2010,-1.0666666,-9.933333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,32773.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NLO0131,06/28/2010,-0.7666664000000001,-10.233334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,31612.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NLO0131,06/25/2010,-0.833333,-10.166667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,31792.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NJC0705,06/02/2010,0.19999981,-11.2,0.19999981,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,34799.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
